source_name,source_category,local_xml_url,xml_url,feed_url,error_message,error_type
Andrej Karpathy - YouTube,Videos,,http://127.0.0.1:1200/youtube/user/@AndrejKarpathy,http://127.0.0.1:1200/youtube/user/@AndrejKarpathy,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""videos-andrej-karpathy-youtube"", ""feed_url"": ""http://127.0.0.1:1200/youtube/user/@AndrejKarpathy""}, ""run"": {""run_id"": ""rss_20260516_081909_886342_videos-andrej-karpathy-youtube"", ""source_id"": ""videos-andrej-karpathy-youtube"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:19:09.886342+00:00"", ""finished_at"": ""2026-05-16T08:19:19.385742+00:00"", ""duration_ms"": 9499, ""duration_seconds"": 9.499, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit",rsshub_503
EVANGELION:ALL,Articles,,https://www.eva-all.com/news/feed/,https://www.eva-all.com/news/feed/,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_http_error"", ""message"": ""HTTP Error 403: Forbidden"", ""retryable"": true, ""source_id"": ""articles-evangelion-all"", ""feed_url"": ""https://www.eva-all.com/news/feed/""}, ""run"": {""run_id"": ""rss_20260516_081942_084573_articles-evangelion-all"", ""source_id"": ""articles-evangelion-all"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:19:42.084573+00:00"", ""finished_at"": ""2026-05-16T08:19:43.300717+00:00"", ""duration_ms"": 1216, ""duration_seconds"": 1.216, ""error_code"": ""rss_fetch_http_error"", ""error_message"": ""HTTP Error 403: Forbidden"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null},",unknown
Lex Fridman - YouTube,Videos,,http://127.0.0.1:1200/youtube/user/%40lexfridman,http://127.0.0.1:1200/youtube/user/%40lexfridman,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""videos-lex-fridman-youtube"", ""feed_url"": ""http://127.0.0.1:1200/youtube/user/%40lexfridman""}, ""run"": {""run_id"": ""rss_20260516_082032_463707_videos-lex-fridman-youtube"", ""source_id"": ""videos-lex-fridman-youtube"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:20:32.463707+00:00"", ""finished_at"": ""2026-05-16T08:20:34.827358+00:00"", ""duration_ms"": 2364, ""duration_seconds"": 2.364, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incrementa",rsshub_503
NASA中文 - 天文·每日一图,Pictures/星空,,http://127.0.0.1:1200/nasa/apod-cn,http://127.0.0.1:1200/nasa/apod-cn,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""pictures-nasa"", ""feed_url"": ""http://127.0.0.1:1200/nasa/apod-cn""}, ""run"": {""run_id"": ""rss_20260516_082057_833617_pictures-nasa"", ""source_id"": ""pictures-nasa"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:20:57.833617+00:00"", ""finished_at"": ""2026-05-16T08:20:59.321317+00:00"", ""duration_ms"": 1488, ""duration_seconds"": 1.488, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""erro",rsshub_503
StarYuhen,Articles,,https://www.yuhenm.top/feed/,https://www.yuhenm.top/feed/,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_http_error"", ""message"": ""HTTP Error 403: Forbidden"", ""retryable"": true, ""source_id"": ""articles-staryuhen"", ""feed_url"": ""https://www.yuhenm.top/feed/""}, ""run"": {""run_id"": ""rss_20260516_082137_290559_articles-staryuhen"", ""source_id"": ""articles-staryuhen"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:37.290559+00:00"", ""finished_at"": ""2026-05-16T08:21:38.954224+00:00"", ""duration_ms"": 1664, ""duration_seconds"": 1.664, ""error_code"": ""rss_fetch_http_error"", ""error_message"": ""HTTP Error 403: Forbidden"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": {""error_cod",unknown
Twitter @Pietro Schirano,SocialMedia,,http://127.0.0.1:1200/twitter/user/skirano,http://127.0.0.1:1200/twitter/user/skirano,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-pietro-schirano"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/skirano""}, ""run"": {""run_id"": ""rss_20260516_082146_477960_socialmedia-twitter-pietro-schirano"", ""source_id"": ""socialmedia-twitter-pietro-schirano"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:46.477960+00:00"", ""finished_at"": ""2026-05-16T08:21:46.598258+00:00"", ""duration_ms"": 120, ""duration_seconds"": 0.12, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_",rsshub_503
Twitter @Theo - t3.gg,SocialMedia,,http://127.0.0.1:1200/twitter/user/theo,http://127.0.0.1:1200/twitter/user/theo,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-theo-t3-gg"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/theo""}, ""run"": {""run_id"": ""rss_20260516_082147_480345_socialmedia-twitter-theo-t3-gg"", ""source_id"": ""socialmedia-twitter-theo-t3-gg"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:47.480345+00:00"", ""finished_at"": ""2026-05-16T08:21:47.509264+00:00"", ""duration_ms"": 29, ""duration_seconds"": 0.029, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""increment",rsshub_503
Twitter @Tom Huang,SocialMedia,,http://127.0.0.1:1200/twitter/user/tuturetom,http://127.0.0.1:1200/twitter/user/tuturetom,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-tom-huang"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/tuturetom""}, ""run"": {""run_id"": ""rss_20260516_082148_491098_socialmedia-twitter-tom-huang"", ""source_id"": ""socialmedia-twitter-tom-huang"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:48.491098+00:00"", ""finished_at"": ""2026-05-16T08:21:48.504174+00:00"", ""duration_ms"": 13, ""duration_seconds"": 0.013, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""increme",rsshub_503
Twitter @Tw93,SocialMedia,,http://127.0.0.1:1200/twitter/user/HiTw93,http://127.0.0.1:1200/twitter/user/HiTw93,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-tw93"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/HiTw93""}, ""run"": {""run_id"": ""rss_20260516_082149_499715_socialmedia-twitter-tw93"", ""source_id"": ""socialmedia-twitter-tw93"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:49.499715+00:00"", ""finished_at"": ""2026-05-16T08:21:49.512247+00:00"", ""duration_ms"": 13, ""duration_seconds"": 0.013, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": nu",rsshub_503
Twitter @ginobefun,SocialMedia,,http://127.0.0.1:1200/twitter/user/hongming731,http://127.0.0.1:1200/twitter/user/hongming731,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""socialmedia-twitter-ginobefun"", ""feed_url"": ""http://127.0.0.1:1200/twitter/user/hongming731""}, ""run"": {""run_id"": ""rss_20260516_082150_509415_socialmedia-twitter-ginobefun"", ""source_id"": ""socialmedia-twitter-ginobefun"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:21:50.509415+00:00"", ""finished_at"": ""2026-05-16T08:21:50.519080+00:00"", ""duration_ms"": 10, ""duration_seconds"": 0.01, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""increm",rsshub_503
