source_name,source_category,local_xml_url,xml_url,feed_url,error_message,error_type
blog.pixelmelt.dev,Articles/英文博客,,https://blog.pixelmelt.dev/rss/,https://blog.pixelmelt.dev/rss/,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 530: <none>"", ""retryable"": true, ""source_id"": ""articles-blog-pixelmelt-dev"", ""feed_url"": ""https://blog.pixelmelt.dev/rss/""}, ""run"": {""run_id"": ""rss_20260516_082211_774721_articles-blog-pixelmelt-dev"", ""source_id"": ""articles-blog-pixelmelt-dev"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:22:11.774721+00:00"", ""finished_at"": ""2026-05-16T08:22:12.853750+00:00"", ""duration_ms"": 1079, ""duration_seconds"": 1.079, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 530: <none>"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"":",unknown
dfarq.homeip.net,Articles/英文博客,,https://dfarq.homeip.net/feed/,https://dfarq.homeip.net/feed/,"{""ok"": false, ""error"": {""error_code"": ""rss_parse_error"", ""message"": ""failed to parse feed: <unknown>:2:0: not well-formed (invalid token)"", ""retryable"": false, ""source_id"": ""articles-dfarq-homeip-net"", ""feed_url"": ""https://dfarq.homeip.net/feed/""}, ""run"": {""run_id"": ""rss_20260516_082231_101014_articles-dfarq-homeip-net"", ""source_id"": ""articles-dfarq-homeip-net"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:22:31.101014+00:00"", ""finished_at"": ""2026-05-16T08:22:32.513073+00:00"", ""duration_ms"": 1412, ""duration_seconds"": 1.412, ""error_code"": ""rss_parse_error"", ""error_message"": ""failed to parse feed: <unknown>:2:0: not well-formed (invalid token)"", ""retryable"": false, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_",feed_parse_error
dwarkesh.com,Articles/英文博客,,https://www.dwarkeshpatel.com/feed,https://www.dwarkeshpatel.com/feed,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_http_error"", ""message"": ""HTTP Error 308: Permanent Redirect"", ""retryable"": true, ""source_id"": ""articles-dwarkesh-com"", ""feed_url"": ""https://www.dwarkeshpatel.com/feed""}, ""run"": {""run_id"": ""rss_20260516_082233_114041_articles-dwarkesh-com"", ""source_id"": ""articles-dwarkesh-com"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:22:33.114041+00:00"", ""finished_at"": ""2026-05-16T08:22:34.738919+00:00"", ""duration_ms"": 1625, ""duration_seconds"": 1.625, ""error_code"": ""rss_fetch_http_error"", ""error_message"": ""HTTP Error 308: Permanent Redirect"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_hist",unknown
rachelbythebay.com,Articles/英文博客,,https://rachelbythebay.com/w/atom.xml,https://rachelbythebay.com/w/atom.xml,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_connection_error"", ""message"": ""[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)"", ""retryable"": true, ""source_id"": ""articles-rachelbythebay-com"", ""feed_url"": ""https://rachelbythebay.com/w/atom.xml""}, ""run"": {""run_id"": ""rss_20260516_082327_996684_articles-rachelbythebay-com"", ""source_id"": ""articles-rachelbythebay-com"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:23:27.996684+00:00"", ""finished_at"": ""2026-05-16T08:23:28.758717+00:00"", ""duration_ms"": 762, ""duration_seconds"": 0.762, ""error_code"": ""rss_fetch_connection_error"", ""error_message"": ""[SSL: TLSV1_ALERT_PROTOCOL_VERSION] tlsv1 alert protocol version (_ssl.c:1129)"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null,",unknown
skyfall.dev,Articles/英文博客,,https://skyfall.dev/rss.xml,https://skyfall.dev/rss.xml,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_http_error"", ""message"": ""HTTP Error 308: Permanent Redirect"", ""retryable"": true, ""source_id"": ""articles-skyfall-dev"", ""feed_url"": ""https://skyfall.dev/rss.xml""}, ""run"": {""run_id"": ""rss_20260516_082336_063234_articles-skyfall-dev"", ""source_id"": ""articles-skyfall-dev"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:23:36.063234+00:00"", ""finished_at"": ""2026-05-16T08:23:37.229790+00:00"", ""duration_ms"": 1167, ""duration_seconds"": 1.167, ""error_code"": ""rss_fetch_http_error"", ""error_message"": ""HTTP Error 308: Permanent Redirect"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null",unknown
tedunangst.com,Articles/英文博客,,https://www.tedunangst.com/flak/rss,https://www.tedunangst.com/flak/rss,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_timeout"", ""message"": ""_ssl.c:1112: The handshake operation timed out"", ""retryable"": true, ""source_id"": ""articles-tedunangst-com"", ""feed_url"": ""https://www.tedunangst.com/flak/rss""}, ""run"": {""run_id"": ""rss_20260516_082341_108299_articles-tedunangst-com"", ""source_id"": ""articles-tedunangst-com"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:23:41.108299+00:00"", ""finished_at"": ""2026-05-16T08:24:01.621387+00:00"", ""duration_ms"": 20513, ""duration_seconds"": 20.513, ""error_code"": ""rss_fetch_timeout"", ""error_message"": ""_ssl.c:1112: The handshake operation timed out"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decisi",timeout
东西智库 – 专注中国制造业高质量发展,Articles/国内外资讯,,http://127.0.0.1:1200/dx2025,http://127.0.0.1:1200/dx2025,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""articles-625204ac"", ""feed_url"": ""http://127.0.0.1:1200/dx2025""}, ""run"": {""run_id"": ""rss_20260516_082359_418188_articles-625204ac"", ""source_id"": ""articles-625204ac"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:23:59.418188+00:00"", ""finished_at"": ""2026-05-16T08:24:05.863723+00:00"", ""duration_ms"": 6446, ""duration_seconds"": 6.446, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null},",rsshub_503
中国政府网 - 最新政策,Articles/国内政策,,http://127.0.0.1:1200/gov/zhengce/zuixin,http://127.0.0.1:1200/gov/zhengce/zuixin,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""articles-1859ad11"", ""feed_url"": ""http://127.0.0.1:1200/gov/zhengce/zuixin""}, ""run"": {""run_id"": ""rss_20260516_082400_427374_articles-1859ad11"", ""source_id"": ""articles-1859ad11"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:00.427374+00:00"", ""finished_at"": ""2026-05-16T08:24:01.312064+00:00"", ""duration_ms"": 885, ""duration_seconds"": 0.885, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_histo",rsshub_503
今日热榜,Articles,,https://web2rss.cc/feed/rebang.today?preview=true,https://web2rss.cc/feed/rebang.today?preview=true,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_connection_error"", ""message"": ""[Errno 8] nodename nor servname provided, or not known"", ""retryable"": true, ""source_id"": ""articles-6eee6aa9"", ""feed_url"": ""https://web2rss.cc/feed/rebang.today?preview=true""}, ""run"": {""run_id"": ""rss_20260516_082404_454346_articles-6eee6aa9"", ""source_id"": ""articles-6eee6aa9"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:04.454346+00:00"", ""finished_at"": ""2026-05-16T08:24:04.899166+00:00"", ""duration_ms"": 445, ""duration_seconds"": 0.445, ""error_code"": ""rss_fetch_connection_error"", ""error_message"": ""[Errno 8] nodename nor servname provided, or not known"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_",network_error
信息差——独立开发者出海周刊,Articles,,https://gapis.money/rss.xml,https://gapis.money/rss.xml,"{""ok"": false, ""error"": {""error_code"": ""rss_parse_error"", ""message"": ""failed to parse feed: <unknown>:28:5120: not well-formed (invalid token)"", ""retryable"": false, ""source_id"": ""articles-b4b5f239"", ""feed_url"": ""https://gapis.money/rss.xml""}, ""run"": {""run_id"": ""rss_20260516_082409_489305_articles-b4b5f239"", ""source_id"": ""articles-b4b5f239"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:09.489305+00:00"", ""finished_at"": ""2026-05-16T08:24:12.771533+00:00"", ""duration_ms"": 3282, ""duration_seconds"": 3.282, ""error_code"": ""rss_parse_error"", ""error_message"": ""failed to parse feed: <unknown>:28:5120: not well-formed (invalid token)"", ""retryable"": false, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit",feed_parse_error
偷懒爱好者周刊,Articles,,https://toolight.cn/open/p/weekly/atom.xml,https://toolight.cn/open/p/weekly/atom.xml,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_not_found"", ""message"": ""HTTP Error 404: Not Found"", ""retryable"": false, ""source_id"": ""articles-0ab76289"", ""feed_url"": ""https://toolight.cn/open/p/weekly/atom.xml""}, ""run"": {""run_id"": ""rss_20260516_082410_674665_articles-0ab76289"", ""source_id"": ""articles-0ab76289"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:10.674665+00:00"", ""finished_at"": ""2026-05-16T08:24:12.839569+00:00"", ""duration_ms"": 2165, ""duration_seconds"": 2.165, ""error_code"": ""rss_fetch_not_found"", ""error_message"": ""HTTP Error 404: Not Found"", ""retryable"": false, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history"": null}, ""error"": ",unknown
刘夙的科技世界,Articles/社评,,https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json,https://wewe-rss.jerrylf.uk/feeds/MP_WXS_3002603832.json,"""timed out""",timeout
司机社综合周排行榜,Videos,,http://127.0.0.1:1200/xsijishe/rank/weekly,http://127.0.0.1:1200/xsijishe/rank/weekly,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""videos-ffbe1ba4"", ""feed_url"": ""http://127.0.0.1:1200/xsijishe/rank/weekly""}, ""run"": {""run_id"": ""rss_20260516_082425_261985_videos-ffbe1ba4"", ""source_id"": ""videos-ffbe1ba4"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:24:25.261985+00:00"", ""finished_at"": ""2026-05-16T08:24:27.954312+00:00"", ""duration_ms"": 2692, ""duration_seconds"": 2.692, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit"", ""incremental_decision"": null, ""source_has_history""",rsshub_503
